What is AVG-WORD2VEC,A method to compute document vectors by averaging the Word2Vec embeddings of all words in the document.<br><br><b>ELI5:</b> Like blending all word flavors in a review to get a single taste representing the whole review.,aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::real_world_problem_predict_rating_given_product_reviews_on_amazon
What is TFIDF-WORD2VEC,"A weighted average of Word2Vec embeddings where weights are TF-IDF scores, emphasizing important words.<br><br><b>ELI5:</b> Like blending word flavors but giving more weight to rare, meaningful words in the review.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::real_world_problem_predict_rating_given_product_reviews_on_amazon
How does AVG-WORD2VEC work,"For each word in the document, retrieve its Word2Vec embedding and compute the element-wise average of all embeddings.<br><br><b>ELI5:</b> Like taking the average height of all players on a team to represent the team's height.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::real_world_problem_predict_rating_given_product_reviews_on_amazon
How does TFIDF-WORD2VEC work,"Compute TF-IDF weights for each word, then take a weighted average of their Word2Vec embeddings.<br><br><b>ELI5:</b> Like averaging player heights but giving more weight to star players who contribute more to the team.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::real_world_problem_predict_rating_given_product_reviews_on_amazon
How does TFIDF affect WORD2VEC,"TF-IDF weights emphasize rare, meaningful words, reducing the influence of common words in the final vector.<br><br><b>ELI5:</b> Like turning up the volume on important voices in a crowd while muting the background noise.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::real_world_problem_predict_rating_given_product_reviews_on_amazon
How does K-Nearest Neighbors work,1. Find k points closest to query point xq in dataset D<br>2. Take class labels of k neighbors<br>3. Assign class via majority vote<br><br>\[ \text{class}(x_q) = \arg\max_{c} \sum_{i=1}^{k} \mathbb{I}(y_i = c) \]<br>where \(y_i\) are labels of neighbors and \(\mathbb{I}\) is indicator function<br><br><b>ELI5:</b> Ask your 3 closest neighbors which class they belong to; vote on the majority answer.,aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does k affect KNN bias and variance,"Small k (low bias, high variance): decision boundary is jagged, sensitive to noise<br>Large k (high bias, low variance): decision boundary is smooth, ignores local patterns<br><br>\[ \lim_{k \to 1} \text{boundary} \approx \text{training points} \]<br>\[ \lim_{k \to N} \text{boundary} \approx \text{global majority} \]<br><br><b>ELI5:</b> k=1 is like memorizing every detail (overfits); k=N is like guessing the average (underfits).",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is Euclidean distance L2 norm,"Shortest straight-line distance between two points in space<br><br>\[ d(x_1, x_2) = \|x_1 - x_2\|_2 = \sqrt{\sum_{i=1}^{d} (x_{1i} - x_{2i})^2} \]<br>\(x_1, x_2 \in \mathbb{R}^d\) are vectors, \(d\) is dimensionality<br><br><b>ELI5:</b> Use a ruler to measure the straight line between two points on a map.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is Manhattan distance L1 norm,"Sum of absolute differences along each dimension (taxicab geometry)<br><br>\[ d(x_1, x_2) = \|x_1 - x_2\|_1 = \sum_{i=1}^{d} |x_{1i} - x_{2i}| \]<br>Movement restricted to grid lines, no diagonals<br><br><b>ELI5:</b> Distance driving through city blocks; you must follow the grid.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is Minkowski distance,"Generalized distance family that includes L1 and L2 as special cases<br><br>\[ d(x_1, x_2) = \|x_1 - x_2\|_p = \left( \sum_{i=1}^{d} |x_{1i} - x_{2i}|^p \right)^{1/p} \]<br>For p=1: Manhattan, p=2: Euclidean, p→∞: Chebyshev<br><br><b>ELI5:</b> A dial that lets you choose how strictly you measure distance along each axis.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is Hamming distance,"Count of positions where two vectors differ<br><br>\[ H(x_1, x_2) = \sum_{i=1}^{d} \mathbb{I}(x_{1i} \neq x_{2i}) \]<br>Used for binary or categorical vectors (BOW, gene sequences)<br><br>Example: \(x_1 = [0,1,1,0]\), \(x_2 = [1,0,1,0]\) → \(H = 2\)<br><br><b>ELI5:</b> Count how many switches are flipped differently between two binary strings.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
When does KNN fail,"1. Outliers: neighbors are too far, vote is unreliable<br>2. Random noise: no local structure to exploit<br><br>\[ \text{If } \min_{i} d(x_q, x_i) \gg \text{typical spacing} \Rightarrow \text{unstable prediction} \]<br><br><b>ELI5:</b> KNN fails when the query is isolated in empty space or when the data is just random static.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does distance measure affect KNN,"Choice of norm changes shape of neighborhood<br><br>Euclidean (L2): circular neighborhood, sensitive to outliers<br>Manhattan (L1): diamond neighborhood, robust to small perturbations<br>Minkowski (p): interpolates between shapes<br><br>\[ \text{Decision boundary shape} \propto \text{norm geometry} \]<br><br><b>ELI5:</b> L2 draws circles, L1 draws diamonds; the shape changes which points count as neighbors.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is the space complexity limitation of kNN,kNN requires large RAM at deployment due to storing the entire training dataset.<br><br><b>ELI5:</b> Like carrying a whole library instead of just the books you need.,aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How do kd trees and LSH improve kNN performance,"kd trees and LSH reduce search time by organizing data spatially or using hashing, improving latency.<br><br><b>ELI5:</b> Like using a map or shortcuts to find things faster.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does k affect the decision surface in kNN,"As k increases, the decision surface becomes smoother. For k=1, it is jagged; for k=n, all points are classified as the majority class.<br><br><b>ELI5:</b> Like averaging more opinions to get a smoother consensus.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is overfitting in kNN,"Overfitting occurs when kNN generates extremely non-smooth surfaces to achieve high training accuracy, making it prone to noise.<br><br><b>ELI5:</b> Like memorizing answers instead of understanding the problem.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is underfitting in kNN,Underfitting occurs when kNN fails to generate a decision surface and classifies all points as the majority class.<br><br><b>ELI5:</b> Like guessing the same answer for every question.,aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does kNN avoid overfitting and underfitting,By choosing an appropriate k to generate smooth decision surfaces that balance accuracy and noise resistance.<br><br><b>ELI5:</b> Like finding the right number of opinions to make a balanced decision.,aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is the purpose of cross validation in kNN,"To determine the optimal k hyperparameter without using the test set, ensuring the model generalizes well to unseen data.<br><br><b>ELI5:</b> Like practicing for a test with different study methods to find the best one before the real exam.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does k-fold cross validation work,"1. Split data into train and test sets.<br>2. Divide train set into k' equal parts.<br>3. For each k, train on k'-1 parts and validate on the remaining part.<br>4. Average the k' accuracies for each k.<br>5. Choose the k with the best average accuracy.<br><br><b>ELI5:</b> Like rotating study groups to test different methods and picking the best one.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
Why is k-fold cross validation better than a single validation set,"It uses all training data for validation by rotating subsets, reducing information loss and providing a more robust estimate of model performance.<br><br><b>ELI5:</b> Like getting feedback from all your friends instead of just one to make a better decision.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does the choice of k affect kNN performance,"Small k: High variance, sensitive to noise.<br>Large k: High bias, smoother decision boundaries.<br>Optimal k balances bias and variance for best generalization.<br><br><b>ELI5:</b> Like choosing how many neighbors to ask for advice—too few might be unreliable, too many might be too generic.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is the role of the test set in kNN,The test set is used only once to evaluate the final model's performance after selecting the best hyperparameters via cross-validation.<br><br><b>ELI5:</b> Like the final exam that tests how well you learned after practicing with study guides.,aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is overfitting in K-NN,"Overfitting occurs when the model fits the training data too closely, resulting in low training error but high validation error. This typically happens when k is too small, causing the model to be overly sensitive to noise in the training data.<br><br><b>ELI5:</b> Imagine memorizing every detail of a single book but failing to understand the general plot—you can't summarize it for someone else.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is underfitting in K-NN,"Underfitting occurs when the model is too simple to capture the underlying pattern, resulting in high training and validation error. This typically happens when k is too large, making the model too rigid.<br><br><b>ELI5:</b> Imagine trying to describe a complex movie with just one word—you miss all the important details.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does k affect K-NN performance,"Small k: Low bias, high variance (overfitting). Large k: High bias, low variance (underfitting). Optimal k balances training and validation error.<br><br><b>ELI5:</b> A small k is like asking only your closest friends for advice (too specific), while a large k is like asking everyone in the city (too general).",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How to detect overfitting in K-NN,"Plot training and validation error vs. k. Overfitting is indicated when training error is low but validation error is high.<br><br><b>ELI5:</b> If you ace your homework but fail the exam, you probably memorized instead of learning.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How to detect underfitting in K-NN,"Plot training and validation error vs. k. Underfitting is indicated when both training and validation errors are high.<br><br><b>ELI5:</b> If you fail both homework and the exam, you didn’t study enough.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is time-based splitting,"Time-based splitting sorts data by timestamp and assigns earlier data to training, middle to validation, and latest to testing. This prevents future data from influencing past predictions.<br><br><b>ELI5:</b> It’s like studying history in order—you don’t use future events to explain the past.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
Why use time-based splitting for reviews,"Reviews and products evolve over time. Time-based splitting ensures the model is tested on future data, not past data, avoiding unrealistic predictions.<br><br><b>ELI5:</b> Predicting 2020 trends using 2025 data is like cheating on a test with the answer key.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does K-NN work for regression,"For regression, K-NN predicts the output as the mean or median of the k nearest neighbors' y-values. Unlike classification, which uses majority vote, regression averages continuous values.<br><br><b>ELI5:</b> Instead of voting for the most popular answer (classification), you average all your neighbors' opinions (regression).",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is weighted k-NN,"Weighted k-NN assigns weights to nearest neighbors based on their distance. Closer points have higher weights, and labels are multiplied by the reciprocal of the distance instead of using a simple majority vote.<br><br><b>ELI5:</b> Imagine voting where your closest friends' opinions count more than distant acquaintances'—their influence is stronger because they're nearer to you.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does weighted k-NN work,"Instead of a simple majority vote, weighted k-NN multiplies each neighbor's label by the reciprocal of its distance. This emphasizes closer neighbors more strongly in the final prediction.<br><br><b>ELI5:</b> Like giving louder microphones to people standing closer to you—their voices dominate the decision.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is a Voronoi diagram,A Voronoi diagram partitions the data space into regions where each region contains all points closest to a specific neighbor. It visually represents the decision boundaries of k-NN when k=1.<br><br><b>ELI5:</b> Imagine drawing lines between you and your friends so every spot on the map is assigned to the nearest friend—like claiming territory.,aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does a kd-tree improve k-NN,"A kd-tree reduces k-NN's time complexity from O(n) to O(log n) by organizing data in a binary tree structure optimized for nearest-neighbor searches in low-dimensional spaces.<br><br><b>ELI5:</b> Instead of checking every person in a crowd, you use a phonebook to quickly find the closest match.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does a binary search tree work,"A binary search tree (BST) organizes sorted data so that each comparison halves the search space, achieving O(log n) time complexity for lookups. The depth of a balanced BST is O(log n).<br><br><b>ELI5:</b> Like guessing a number between 1-100 by asking 'higher or lower?'—each guess cuts the problem in half.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is a kd-tree,"A kd-tree is a space-partitioning data structure that recursively divides the data space using axis-parallel hyperplanes. It organizes points in a k-dimensional space by alternating the splitting axis at each level.<br><br><b>ELI5:</b> Imagine a tree that splits a room into smaller rooms by drawing lines parallel to the walls, alternating between length and width at each split.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How is a kd-tree constructed,"1. Pick an axis (e.g., x-axis) and project all points onto it.<br>2. Choose the median point and draw a hyperplane through it, splitting the space into two halves.<br>3. Recursively repeat the process on each half, alternating the splitting axis (e.g., y-axis next).<br><br><b>ELI5:</b> Like sorting a deck of cards by alternating between sorting by suit and then by number at each step.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does a kd-tree find nearest neighbors,"1. Traverse the tree to find the closest point in the leaf node.<br>2. Draw a hypersphere around the query point with radius equal to the distance to the closest point.<br>3. Backtrack to check if the hypersphere intersects any splitting planes, indicating potential closer points in other branches.<br><br><b>ELI5:</b> Like searching for the nearest gas station by first checking the closest one, then expanding your search radius if a better option might exist just around the corner.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is the time complexity of nearest neighbor search in a kd-tree,"Best case: O(log n)<br>Worst case: O(n)<br><br><b>ELI5:</b> In the best case, it's like finding a name in a phonebook (fast). In the worst case, it's like searching every page (slow).",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does dimensionality affect kd-tree performance,"As dimensionality increases, the number of backtracks grows exponentially (O(2^d)), worsening time complexity. High dimensions make the tree less efficient due to the 'curse of dimensionality.'<br><br><b>ELI5:</b> Like trying to organize a library with too many categories—eventually, it becomes harder to find anything quickly.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does data distribution affect kd-tree performance,"For uniform distributions, the time complexity is O(log n). For clustered or real-world distributions, it degrades toward O(n).<br><br><b>ELI5:</b> Like searching for a book in a neatly organized library (fast) vs. a messy one (slow).",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is the time complexity for k-nearest neighbors in a kd-tree,"Best case: O(k log n)<br>Worst case: O(kn)<br><br><b>ELI5:</b> Finding one neighbor is fast, but finding multiple neighbors takes longer as you check more options.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is locality sensitive hashing,A hashing technique that maps similar data points to the same bucket with high probability. It reduces search space by grouping nearby points together.<br><br><b>ELI5:</b> Like sorting books by genre so you only check the mystery section for mystery books.,aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does LSH work for nearest neighbors,"It uses randomized hash functions to place similar points in the same bucket. For a query, only the relevant bucket is searched instead of the entire dataset.<br><br><b>ELI5:</b> Like putting all red marbles in one box so you only search that box for red marbles.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does cosine similarity relate to angular distance,"Cosine similarity decreases as angular distance increases. When θ = 0°, cos(θ) = 1 (identical vectors). When θ = 90°, cos(θ) = 0 (orthogonal vectors).<br><br><b>ELI5:</b> Like two arrows pointing in the same direction are more similar than arrows pointing in different directions.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does LSH use random hyperplanes,"It generates random hyperplanes with normal vectors w_i ~ N(0,1). For each point x, it computes sign(w_i^T x) to create a binary hash key. Points with the same key go to the same bucket.<br><br><b>ELI5:</b> Like drawing random lines on a map and grouping cities that fall on the same side of each line.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is the time complexity of LSH construction,"O(mdn) where m is the number of hyperplanes, d is dimensionality, and n is the number of data points.<br><br><b>ELI5:</b> Like painting m walls in a d-dimensional room with n colors.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is the time complexity of LSH query,O(md + n'd) where n' is the number of points in the bucket. m is typically set to log(n).<br><br><b>ELI5:</b> Like checking m doors and then searching through n' items in the correct room.,aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does m affect LSH performance,Higher m increases collision probability for similar points but also increases computation. Lower m may miss nearest neighbors.<br><br><b>ELI5:</b> Like using more filters to catch fish but risking catching too many or too few.,aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
Why might LSH miss nearest neighbors,"If a nearest neighbor falls on the opposite side of any hyperplane, it may be placed in a different bucket and not found during query.<br><br><b>ELI5:</b> Like two friends sitting on opposite sides of a fence and not being grouped together.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is LSH for Euclidean distance,LSH for Euclidean distance divides each axis into units and projects data points onto these axes. Each point is hashed into a vector where each cell represents the segment of the axis the point lies on.<br><br><b>ELI5:</b> Imagine a grid where each point is assigned a unique address based on which grid lines it falls between.,aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does LSH for cosine similarity work,"LSH for cosine similarity encodes each feature as either +1 or -1, creating a binary hash vector.<br><br><b>ELI5:</b> Think of it as flipping a coin for each feature to decide if it's +1 or -1, then using that sequence as a fingerprint.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does k affect the decision boundary,"As k increases, the decision boundary becomes smoother because the model averages over more neighbors, reducing variance but potentially increasing bias.<br><br><b>ELI5:</b> With fewer neighbors, the boundary is jagged like a puzzle piece. With more neighbors, it smooths out like a blurred photo.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is probabilistic class label in KNN,"Probabilistic class label quantifies prediction confidence by reporting the proportion of neighbors belonging to each class (e.g., 4/7 positive vs. 7/7 positive).<br><br><b>ELI5:</b> Instead of just saying 'yes' or 'no,' it says 'yes, but only 57% sure' or 'yes, 100% sure.'",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is cross-validation,A technique to evaluate model performance by partitioning data into training and test sets to avoid overfitting.<br><br><b>ELI5:</b> Like studying from a textbook and then taking a quiz on unseen material to check if you really learned.,aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
How does train-test split work,"The dataset is divided into two subsets: one for training the model and another for testing its performance. Typically, 70-80% is used for training and 20-30% for testing.<br><br><b>ELI5:</b> Like practicing basketball with most of your time spent training and a small portion reserved for a game to see how well you perform.",aaic::module_3_foundations_of_natural_language_processing_and_machine_learning::classification_and_regression_models_k_nearest_neighbors
What is K-Nearest Neighbors,K-Nearest Neighbors (KNN) is a supervised machine learning algorithm that classifies or predicts based on the majority vote or average of the k nearest data points in the feature space.<br><br><b>ELI5:</b> Imagine you're at a party and want to guess someone's favorite music genre. You ask the 5 people closest to them (k=5) and go with the most popular answer.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
How does KNN work,"KNN works by calculating the distance between the query point and all training points, selecting the k nearest neighbors, and aggregating their labels (classification) or values (regression).<br><br><b>ELI5:</b> Like finding the closest friends in a room to decide what game to play next.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is Euclidean distance,"Euclidean distance (L2 norm) is the straight-line distance between two points in Euclidean space, calculated as the square root of the sum of squared differences between coordinates.<br><br><b>ELI5:</b> The shortest path between two points, like measuring with a ruler.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is Manhattan distance,"Manhattan distance (L1 norm) is the sum of absolute differences between coordinates, representing grid-like movement.<br><br><b>ELI5:</b> Like walking city blocks where you can only move north-south or east-west.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is Cosine Similarity,"Cosine similarity measures the angle between two vectors, ignoring magnitude. It is calculated as the dot product divided by the product of magnitudes.<br><br><b>ELI5:</b> Like comparing two arrows' directions, not their lengths.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
How does k affect KNN,"Small k increases variance (overfitting), large k increases bias (underfitting). Optimal k balances the trade-off.<br><br><b>ELI5:</b> Asking too few friends (small k) gives noisy answers, asking too many (large k) dilutes the opinion.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is K-fold cross validation,"K-fold cross validation splits data into k equal parts, trains on k-1 folds, and validates on the remaining fold, repeating k times.<br><br><b>ELI5:</b> Like testing a recipe by cooking it k times, each time leaving out one ingredient to see how it affects the dish.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is Time-based splitting,"Time-based splitting divides data chronologically, training on past data and validating on future data to preserve temporal order.<br><br><b>ELI5:</b> Like predicting tomorrow's weather using only past weather data, not future data.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is a kd-tree,"A kd-tree is a space-partitioning data structure for organizing points in k-dimensional space, enabling efficient nearest neighbor searches.<br><br><b>ELI5:</b> Like a phone book that splits names by first letter, then second letter, etc., to find contacts faster.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
How does a kd-tree find nearest neighbors,"A kd-tree recursively partitions space along alternating axes, pruning branches that cannot contain closer points than the current best candidate.<br><br><b>ELI5:</b> Like searching a library by narrowing down sections, shelves, and books to find the closest match.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is Locality Sensitive Hashing,Locality Sensitive Hashing (LSH) is a technique to approximate nearest neighbors by hashing similar items to the same bucket with high probability.<br><br><b>ELI5:</b> Like grouping similar books by color so you can quickly find books with similar covers.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
How does LSH work for cosine similarity,"LSH for cosine similarity uses random hyperplanes to hash vectors into buckets, where vectors with similar angles are likely to collide.<br><br><b>ELI5:</b> Like tossing arrows into bins based on their direction, so arrows pointing similarly land in the same bin.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is Accuracy,Accuracy is the proportion of correct predictions (true positives + true negatives) over total predictions.<br><br><b>ELI5:</b> Like counting how many questions you got right on a test out of all questions.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is a Confusion Matrix,"A confusion matrix is a table summarizing classification performance with true positives, true negatives, false positives, and false negatives.<br><br><b>ELI5:</b> Like a scorecard showing how many times you guessed correctly or incorrectly.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is Precision and Recall,Precision is the ratio of true positives to all predicted positives. Recall is the ratio of true positives to all actual positives.<br><br><b>ELI5:</b> Precision: How many of your 'yes' answers were correct. Recall: How many correct 'yes' answers you found.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is the ROC Curve,The ROC curve plots the true positive rate (TPR) against the false positive rate (FPR) at various classification thresholds.<br><br><b>ELI5:</b> Like adjusting a spam filter's sensitivity and seeing how many real emails get caught vs. how many spams slip through.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is AUC,"AUC (Area Under the ROC Curve) measures the overall performance of a classifier across all thresholds, with 1.0 being perfect.<br><br><b>ELI5:</b> Like grading a test where 100% means you got every question right, no matter the difficulty.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is Conditional Probability,"Conditional probability is the probability of an event occurring given that another event has already occurred, denoted as P(A|B).<br><br><b>ELI5:</b> Like the chance it's raining given that you see dark clouds.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is Bayes Theorem,Bayes Theorem updates the probability of a hypothesis based on new evidence: P(A|B) = P(B|A)P(A)/P(B).<br><br><b>ELI5:</b> Like updating your guess about a disease after seeing test results.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is Laplace Smoothing,"Laplace smoothing adds a small constant to all counts to prevent zero probabilities in Naive Bayes, especially for unseen data.<br><br><b>ELI5:</b> Like assuming every word has been seen at least once to avoid saying a word is impossible.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is Imbalanced Data,"Imbalanced data occurs when one class significantly outnumbers others, causing classifiers to favor the majority class.<br><br><b>ELI5:</b> Like having 99 healthy patients and 1 sick patient, making it hard to detect the sick one.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
How to handle Outliers,"Outliers can be handled by removal, transformation, or using robust algorithms like median-based methods or tree-based models.<br><br><b>ELI5:</b> Like ignoring a single extremely high score in a test to get a fair average.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is Multiclass Classification,"Multiclass classification involves predicting one of three or more classes, often using techniques like one-vs-rest or softmax regression.<br><br><b>ELI5:</b> Like deciding whether an animal is a cat, dog, or bird, not just cat or not-cat.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is logistic regression,"Logistic regression models the probability of a binary outcome using a linear decision boundary in feature space. It maps the linear combination of features to a probability between 0 and 1 using the sigmoid function.<br><br>\[ P(y=1|x) = \frac{1}{1 + e^{-(w^T x + b)}} \]<br><br><b>ELI5:</b> Like a weighted voting system where each feature casts a vote, and the total votes are converted to a probability score between 0 and 1.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is the sigmoid function and squashing,"The sigmoid function \( \sigma(z) = \frac{1}{1 + e^{-z}} \) squashes any real-valued input to the range (0, 1). Squashing compresses extreme values toward the boundaries while preserving the monotonic relationship.<br><br><b>ELI5:</b> Like a rubber band that stretches infinitely in the middle but always snaps back to fixed endpoints at 0 and 1.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
What is the optimization objective in logistic regression,"Maximize the log-likelihood of observed data, equivalent to minimizing the negative log-likelihood (cross-entropy loss).<br><br>\[ \min_w \sum_{i=1}^n \left[ y_i \log(\sigma(w^T x_i)) + (1-y_i) \log(1-\sigma(w^T x_i)) \right] \]<br><br><b>ELI5:</b> Adjust weights to make correct predictions have high probability and incorrect predictions have low probability.",aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
How does the weight vector affect logistic regression,The weight vector \( w \) determines the orientation and magnitude of the decision boundary. Larger magnitude weights create sharper transitions and higher confidence predictions. Each weight scales the influence of its corresponding feature.<br><br><b>ELI5:</b> Like adjusting the volume knobs for each ingredient in a recipe—higher volume means that ingredient matters more to the final taste.,aaic::module_2_data_science_exploratory_data_analysis_and_data_visualization::linear_algebra
